Wolfgang_Frank_1	1
Wolfgang_Frank_2	2
Wolfgang_Frank_0	3
Friedrich_Hayek_0	4
Friedrich_Hayek_1	5
Maksym_Levytskyi_1	6
Maksym_Levytskyi_2	7
Maksym_Levytskyi_0	8
Paul_Baker_0	9
Paul_Baker_1	10
Tommy_Wright_(footballer,_born_1984)_1	11
Tommy_Wright_(footballer,_born_1984)_0	12
Tommy_Wright_(footballer,_born_1984)_2	13
Bobby_Weale_0	14
Bobby_Weale_1	15
Marvin_Minsky_0	16
Marvin_Minsky_1	17
G._K._Chesterton_0	18
G._K._Chesterton_1	19
Syria_0	20
Syria_1	21
Ricky_Gervais_2	22
Ricky_Gervais_1	23
Ricky_Gervais_0	24
Ernest_Rutherford_0	25
Ernest_Rutherford_2	26
Ernest_Rutherford_1	27
Ernest_Rutherford_3	28
Quentin_Tarantino_2	29
Quentin_Tarantino_0	30
Quentin_Tarantino_1	31
Quentin_Tarantino_3	32
Javier_Marías_1	33
Javier_Marías_0	34
Belfast_0	35
Belfast_1	36
Steve_Jones_(Northern_Irish_footballer)_0	37
Steve_Jones_(Northern_Irish_footballer)_1	38
Mário_Soares_0	39
Mário_Soares_1	40
John_Paintsil_0	41
John_Paintsil_1	42
John_Paintsil_3	43
John_Paintsil_2	44
John_Paintsil_4	45
Marek_Motyka_0	46
Marek_Motyka_1	47
Efan_Ekoku_1	48
Efan_Ekoku_2	49
Efan_Ekoku_0	50
Mvondo_Atangana_1	51
Mvondo_Atangana_0	52
Mvondo_Atangana_2	53
Oleg_Dolmatov_0	54
Oleg_Dolmatov_1	55
Tyra_Banks_3	56
Tyra_Banks_0	57
Tyra_Banks_1	58
Tyra_Banks_2	59
Tyra_Banks_4	60
French_language_0	61
French_language_1	62
Steven_Caldwell_0	63
Steven_Caldwell_1	64
Daigo_Kobayashi_0	65
Daigo_Kobayashi_1	66
Edward_Burns_1	67
Edward_Burns_0	68
Edward_Burns_2	69
Rainer_Maria_Rilke_0	70
Rainer_Maria_Rilke_1	71
Tony_Bennett_2	72
Tony_Bennett_1	73
Tony_Bennett_0	74
Tony_Bennett_4	75
Tony_Bennett_3	76
Kenneth_Arrow_0	77
Kenneth_Arrow_2	78
Kenneth_Arrow_1	79
Jane_Wyman_0	80
Jane_Wyman_1	81
Jane_Wyman_2	82
Stephenie_Meyer_0	83
Stephenie_Meyer_3	84
Stephenie_Meyer_1	85
Stephenie_Meyer_2	86
Miloš_Dimitrijević_0	87
Miloš_Dimitrijević_1	88
Diego_Serna_0	89
Diego_Serna_1	90
Hussein_of_Jordan_0	91
Hussein_of_Jordan_1	92
Hussein_of_Jordan_2	93
Cuca_(footballer)_0	94
Cuca_(footballer)_1	95
Ricardo_Sousa_2	96
Ricardo_Sousa_3	97
Ricardo_Sousa_0	98
Ricardo_Sousa_1	99
Apocalypse_Now_0	100
Apocalypse_Now_1	101
Jennifer_Lopez_5	102
Jennifer_Lopez_0	103
Jennifer_Lopez_4	104
Jennifer_Lopez_3	105
Jennifer_Lopez_2	106
Jennifer_Lopez_6	107
Jennifer_Lopez_1	108
Abraham_0	109
Abraham_1	110
Mike_Rutherford_0	111
Mike_Rutherford_1	112
Oleh_Taran_1	113
Oleh_Taran_0	114
Oleh_Taran_2	115
Murray_Gell-Mann_1	116
Murray_Gell-Mann_0	117
Murray_Gell-Mann_2	118
Thomas_Jefferson_2	119
Thomas_Jefferson_3	120
Thomas_Jefferson_0	121
Thomas_Jefferson_4	122
Thomas_Jefferson_1	123
Modeste_M'bami_1	124
Modeste_M'bami_2	125
Modeste_M'bami_0	126
Aarón_Ñíguez_0	127
Aarón_Ñíguez_2	128
Aarón_Ñíguez_1	129
Aarón_Ñíguez_3	130
Juliano_Laurentino_dos_Santos_1	131
Juliano_Laurentino_dos_Santos_0	132
Adam_Smith_1	133
Adam_Smith_0	134
Adam_Smith_2	135
Michael_Thwaite_0	136
Michael_Thwaite_1	137
Michael_Thwaite_2	138
Ronald_Reagan_0	139
Ronald_Reagan_4	140
Ronald_Reagan_1	141
Ronald_Reagan_3	142
Ronald_Reagan_2	143
Ronald_Reagan_6	144
Ronald_Reagan_5	145
Mario_Regueiro_0	146
Mario_Regueiro_1	147
Joseph_Stiglitz_2	148
Joseph_Stiglitz_0	149
Joseph_Stiglitz_1	150
Joseph_Stiglitz_3	151
Stephen_King_2	152
Stephen_King_0	153
Stephen_King_1	154
Stephen_King_3	155
Émile_Mpenza_1	156
Émile_Mpenza_0	157
Émile_Mpenza_2	158
Kossi_Agassa_0	159
Kossi_Agassa_1	160
Jacques_Chirac_1	161
Jacques_Chirac_0	162
Jacques_Chirac_2	163
Nicolae_Iorga_2	164
Nicolae_Iorga_0	165
Nicolae_Iorga_1	166
Nicolae_Iorga_3	167
Serghei_Rogaciov_0	168
Serghei_Rogaciov_1	169
Éder_Aleixo_de_Assis_0	170
Éder_Aleixo_de_Assis_3	171
Éder_Aleixo_de_Assis_2	172
Éder_Aleixo_de_Assis_1	173
Diana_Dors_0	174
Diana_Dors_1	175
Jean-Paul_Sartre_4	176
Jean-Paul_Sartre_0	177
Jean-Paul_Sartre_1	178
Jean-Paul_Sartre_2	179
Jean-Paul_Sartre_3	180
Jean-Paul_Sartre_5	181
I._M._Pei_1	182
I._M._Pei_0	183
Timo_Ochs_0	184
Timo_Ochs_1	185
Fred_Frith_1	186
Fred_Frith_2	187
Fred_Frith_0	188
Hugo_Guerra_0	189
Hugo_Guerra_1	190
Wallace_Shawn_1	191
Wallace_Shawn_0	192
Wallace_Shawn_2	193
Wallace_Shawn_3	194
Wallace_Shawn_4	195
Bruno_Šundov_0	196
Bruno_Šundov_1	197
Lee_Hyung-sang_0	198
Lee_Hyung-sang_1	199
Gabon_0	200
Gabon_1	201
Igor_Tamm_0	202
Igor_Tamm_1	203
Flórián_Urbán_1	204
Flórián_Urbán_2	205
Flórián_Urbán_0	206
Roberto_Trashorras_0	207
Roberto_Trashorras_1	208
Harrison_Omoko_1	209
Harrison_Omoko_0	210
Eva_Marie_Saint_0	211
Eva_Marie_Saint_2	212
Eva_Marie_Saint_1	213
Peter_Kropotkin_1	214
Peter_Kropotkin_2	215
Peter_Kropotkin_0	216
Lucero_(entertainer)_0	217
Lucero_(entertainer)_2	218
Lucero_(entertainer)_1	219
Cyprus_0	220
Cyprus_1	221
Nico_Claesen_2	222
Nico_Claesen_0	223
Nico_Claesen_3	224
Nico_Claesen_1	225
Dennis_Rodman_3	226
Dennis_Rodman_4	227
Dennis_Rodman_2	228
Dennis_Rodman_5	229
Dennis_Rodman_1	230
Dennis_Rodman_0	231
Zlatko_Yankov_1	232
Zlatko_Yankov_2	233
Zlatko_Yankov_0	234
Marcos_Paulo_Alves_0	235
Marcos_Paulo_Alves_3	236
Marcos_Paulo_Alves_1	237
Marcos_Paulo_Alves_2	238
Kamil_Čontofalský_0	239
Kamil_Čontofalský_1	240
Edmond_N'Tiamoah_0	241
Edmond_N'Tiamoah_1	242
Paul_Erdős_0	243
Paul_Erdős_1	244
Carlos_Salazar_(Colombian_footballer)_2	245
Carlos_Salazar_(Colombian_footballer)_3	246
Carlos_Salazar_(Colombian_footballer)_1	247
Carlos_Salazar_(Colombian_footballer)_0	248
Julia_Kristeva_0	249
Julia_Kristeva_2	250
Julia_Kristeva_1	251
Roberto_Merino_0	252
Roberto_Merino_1	253
Teri_Hatcher_2	254
Teri_Hatcher_3	255
Teri_Hatcher_0	256
Teri_Hatcher_1	257
Toy_Story_3_0	258
Toy_Story_3_1	259
Jean-Luc_Godard_0	260
Jean-Luc_Godard_1	261
Abraham_Lincoln_1	262
Abraham_Lincoln_3	263
Abraham_Lincoln_2	264
Abraham_Lincoln_0	265
Nancy_Sinatra_0	266
Nancy_Sinatra_1	267
Alain_Juppé_0	268
Alain_Juppé_2	269
Alain_Juppé_1	270
Peter_David_2	271
Peter_David_1	272
Peter_David_0	273
Daphne_du_Maurier_1	274
Daphne_du_Maurier_0	275
Daphne_du_Maurier_2	276
Guy_Feutchine_0	277
Guy_Feutchine_1	278
Guy_Feutchine_2	279
Fathi_Chebal_0	280
Fathi_Chebal_1	281
Yehoshua_Feigenbaum_0	282
Yehoshua_Feigenbaum_1	283
Michèle_Alliot-Marie_0	284
Michèle_Alliot-Marie_1	285
Michèle_Alliot-Marie_2	286
Charles_K._Kao_3	287
Charles_K._Kao_4	288
Charles_K._Kao_0	289
Charles_K._Kao_1	290
Charles_K._Kao_2	291
Karl_Marx_0	292
Karl_Marx_1	293
Karl_Marx_2	294
Alastair_Reynolds_1	295
Alastair_Reynolds_2	296
Alastair_Reynolds_0	297
Dani_Chigou_0	298
Dani_Chigou_1	299
Libya_0	300
Libya_1	301
Dimitrija_Lazarevski_0	302
Dimitrija_Lazarevski_1	303
Lennart_Meri_0	304
Lennart_Meri_1	305
German_language_0	306
German_language_1	307
Henry_Adams_0	308
